type,category,overlap
body,0,0.0
body,0,0.6
body,2,0.0
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.8333333333333334
body,0,0.45454545454545453
body,0,0.8181818181818182
body,0,0.4166666666666667
body,0,0.625
body,0,1.0
body,0,1.0
body,0,1.0
body,0,0.7058823529411765
body,0,1.0
body,0,1.0
body,0,0.0
body,0,1.0
body,2,0.0
body,2,0.0
body,0,1.0
body,0,1.0
body,0,1.0
body,3,0.0
body,3,0.0
body,0,1.0
body,0,1.0
body,0,1.0
body,0,1.0
body,3,0.0
body,0,0.975
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.0
body,0,0.15384615384615385
body,0,0.75
body,0,0.0
body,0,0.0
body,3,0.0
body,3,0.0
body,0,0.6
body,0,0.15384615384615385
body,0,0.75
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.6
body,0,0.6
body,3,0.75
body,0,0.75
body,0,0.15384615384615385
body,0,0.0
body,0,0.75
body,0,0.15384615384615385
body,0,0.0
body,0,0.6
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.0
body,0,1.0
body,0,0.0
body,0,1.0
body,0,0.25
body,0,1.0
body,0,1.0
body,0,0.25
body,0,1.0
body,3,0.0
body,3,0.0
body,3,0.0
body,3,0.0
body,0,1.0
body,0,1.0
body,0,0.0
body,0,1.0
body,0,1.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,3,0.0
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.6666666666666666
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.9459459459459459
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.11764705882352941
body,0,0.2608695652173913
body,0,0.1111111111111111
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,1.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.6666666666666666
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9066666666666666
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,3,0.8888888888888888
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.8888888888888888
body,3,0.0
body,0,1.0
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,1.0
body,0,1.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.8888888888888888
body,3,0.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.9066666666666666
body,0,0.8888888888888888
body,3,1.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.8888888888888888
body,0,0.8888888888888888
body,3,0.8888888888888888
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,1.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.0
body,0,0.0
body,3,0.8888888888888888
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,3,0.0
body,0,0.9459459459459459
body,3,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.9459459459459459
body,0,0.11764705882352941
body,0,0.1111111111111111
body,0,0.2608695652173913
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,1.0
body,0,0.9459459459459459
body,0,1.0
body,0,1.0
body,0,0.9459459459459459
body,0,0.9066666666666666
body,0,1.0
body,0,0.9459459459459459
body,0,1.0
body,0,0.9066666666666666
body,0,0.0
body,0,0.0
body,0,0.9459459459459459
body,3,0.0
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.8888888888888888
body,0,0.1111111111111111
body,0,0.2608695652173913
body,0,0.11764705882352941
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.8888888888888888
body,0,0.8888888888888888
body,3,0.0
body,0,0.0
body,0,0.9459459459459459
body,0,0.8888888888888888
body,0,0.9066666666666666
body,0,0.9459459459459459
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.3333333333333333
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.3333333333333333
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.3333333333333333
body,3,0.0
body,0,0.3333333333333333
body,0,0.7142857142857143
body,0,0.7142857142857143
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.7142857142857143
body,0,0.7142857142857143
body,0,0.7142857142857143
body,0,0.7142857142857143
body,0,0.0
body,0,0.0
body,2,0.0
body,0,0.5833333333333334
body,0,0.6363636363636364
body,0,0.75
body,0,1.0
body,0,0.0
body,0,1.0
body,3,0.0
body,0,0.0
body,3,0.6363636363636364
body,0,1.0
body,0,0.0
body,0,1.0
body,0,0.75
body,0,0.0
body,2,0.0
body,0,0.5833333333333334
body,0,0.6363636363636364
body,0,1.0
body,0,1.0
body,0,0.6363636363636364
body,0,0.5833333333333334
body,0,0.0
body,0,0.6363636363636364
body,0,0.0
body,0,0.6666666666666666
body,0,1.0
body,0,0.0
body,0,1.0
body,0,0.0
body,0,0.6363636363636364
body,0,0.5833333333333334
body,0,0.0
body,3,0.0
body,3,0.6363636363636364
body,0,1.0
body,0,0.5
body,0,0.0
body,0,0.75
body,0,1.0
body,0,0.0
body,0,1.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.6666666666666666
body,0,1.0
body,0,1.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.6666666666666666
body,0,1.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.5
body,0,0.75
body,0,0.0
body,0,0.5
body,0,1.0
body,0,0.75
body,0,0.0
body,0,0.0
body,2,1.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.0
body,0,0.0
body,0,1.0
body,2,0.0
body,2,0.0
body,0,0.6666666666666666
body,0,1.0
body,0,0.0
body,0,0.0
body,0,0.75
body,0,1.0
body,0,0.0
body,3,0.0
body,0,0.75
body,0,1.0
body,0,0.5833333333333334
body,0,0.6363636363636364
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.5
body,0,0.75
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.6666666666666666
body,0,1.0
body,0,0.0
body,0,0.75
body,0,1.0
body,0,0.5
body,0,0.0
body,0,1.0
body,3,0.6363636363636364
body,0,0.5833333333333334
body,0,0.75
body,0,0.0
body,0,1.0
body,0,0.5
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.75
body,0,1.0
body,0,0.5
body,0,0.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.75
body,0,1.0
body,0,1.0
body,0,0.6666666666666666
body,3,0.0
body,0,1.0
body,0,0.5
body,0,0.75
body,0,0.0
body,2,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.5833333333333334
body,0,0.6363636363636364
body,2,0.0
body,0,0.0
body,3,0.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.0
body,0,0.0
body,0,0.5833333333333334
body,0,0.6363636363636364
body,0,0.0
body,0,0.75
body,0,1.0
body,0,0.5
body,0,0.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.75
body,0,1.0
body,0,0.5
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,1.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,1.0
body,0,0.75
body,0,0.0
body,0,0.6363636363636364
body,0,0.5833333333333334
body,0,0.5833333333333334
body,0,0.6363636363636364
body,0,1.0
body,0,1.0
body,0,0.6666666666666666
body,0,1.0
body,0,0.6363636363636364
body,0,0.0
body,0,0.0
body,0,1.0
body,0,1.0
body,0,0.75
body,0,0.0
body,0,0.6666666666666666
body,0,1.0
body,0,0.0
body,0,1.0
body,0,0.6666666666666666
body,0,0.6666666666666666
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.0
body,0,0.6666666666666666
body,0,0.6666666666666666
body,0,0.6666666666666666
body,0,0.6666666666666666
body,0,0.0
body,0,0.0
body,0,0.6666666666666666
body,0,1.0
body,0,1.0
body,3,0.6666666666666666
body,0,1.0
body,2,1.0
body,0,0.5
body,2,1.0
body,0,0.2
body,0,0.3333333333333333
body,0,0.5
body,0,1.0
body,0,1.0
body,0,1.0
body,0,0.5
body,0,1.0
body,0,1.0
body,0,1.0
body,0,0.5
body,0,0.3333333333333333
body,2,1.0
body,0,1.0
body,2,1.0
body,0,0.2
body,0,0.5
body,0,1.0
body,0,1.0
body,0,1.0
body,0,1.0
body,2,1.0
body,0,1.0
body,0,1.0
body,0,1.0
body,0,0.2
body,2,1.0
body,0,0.5
body,0,0.3333333333333333
body,0,0.5
body,0,1.0
body,0,1.0
body,0,1.0
body,0,1.0
body,0,0.5
body,0,0.3333333333333333
body,2,1.0
body,0,0.2
body,0,0.5
body,2,1.0
body,0,1.0
body,0,1.0
body,0,0.3333333333333333
body,0,1.0
body,2,1.0
body,0,1.0
body,0,1.0
body,0,0.2
body,2,1.0
body,0,0.5
body,0,0.5
body,3,1.0
body,0,0.0
body,0,1.0
body,0,1.0
body,0,1.0
body,2,1.0
body,0,0.2
body,0,1.0
body,2,1.0
body,0,0.5
body,0,0.3333333333333333
body,0,0.5
body,0,1.0
body,0,1.0
body,0,1.0
body,0,0.6666666666666666
